HTTPCLIENT-399,0,connect not close after connect close request
HTTPCLIENT-390,1,ssl + proxi + host auth + keep aliv off caus infinit loop httpmethoddirector
HTTPCLIENT-674,0,use versioninfo core
HTTPCLIENT-413,1,cooki domain mydomaincom not sent host mydomaincom
HTTPCLIENT-672,0,resync client chang core alpha6 snapshot
HTTPCLIENT-505,0,cipher
HTTPCLIENT-464,1,An http 204 NO content respons result drop connect
HTTPCLIENT-1139,1,ntlm authent No longer work In latest releas
HTTPCLIENT-243,0,transferencod ident not support + possibl patch
HTTPCLIENT-595,0,fix junit scope maven pom
HTTPCLIENT-822,0,httpclient throw javanetsocketexcept instead classnam connect timeout occur
HTTPCLIENT-5,1,cookiepars except pars expiri date singl quot
HTTPCLIENT-478,1,methodnam ha no effect if host unreach
HTTPCLIENT-107,1,httpmethodbas port mismatch url redirect absolut locat
HTTPCLIENT-280,1,freez w multithreadedhttpconnectionmanag
HTTPCLIENT-347,0,multithreadedconnectionmanag account problem
HTTPCLIENT-755,1,use methodnam buggi
HTTPCLIENT-1154,0,classnam should allow client specifi custom prefix string key
HTTPCLIENT-582,0,allow access regist cooki polici
HTTPCLIENT-653,0,connect wrapper prevent GC tsccm
HTTPCLIENT-166,0,waitforrespons use busi wait
HTTPCLIENT-484,0,fold authsslprotocolsocketfactori into httpclient proper
HTTPCLIENT-226,1,httpmethodgetresponsebodi throw npe
HTTPCLIENT-775,0,download section websit down
HTTPCLIENT-48,0,user interact authent
HTTPCLIENT-245,0,custom handl 302 redirect
HTTPCLIENT-815,0,quick start guid httpclient 40
HTTPCLIENT-1056,1,wrong creation authscop object
HTTPCLIENT-309,0,rfe allow stream post method via chunk transfer encod
HTTPCLIENT-1157,0,memcachedhttpcachestorag should throw ioexcept instead runtim except
HTTPCLIENT-725,0,tsccm code cleanup
HTTPCLIENT-344,0,methodnam log not accur
HTTPCLIENT-989,1,defaulthttprequestretryhandl must not retri nonidempot http method violat rfc 2616
HTTPCLIENT-1147,1,when httpclientcach can not open cach file should act like miss
HTTPCLIENT-715,0,remov routedrequest api
HTTPCLIENT-242,0,add inputstream buffer
HTTPCLIENT-365,1,statuslin indexoutofbound
HTTPCLIENT-1069,1,httpclient 41 ignor request retri handler and stop retri read timeout follow connect refus
HTTPCLIENT-1044,0,defaulthttprequestretryhandl not handl put idempot method retri though rfc2616 section 912 clearli defin one
HTTPCLIENT-773,1,pars expir
HTTPCLIENT-906,0,minor perform improv idleconnectionhandl
HTTPCLIENT-463,1,occasion host connect pool not found
HTTPCLIENT-108,0,classnam bookean typo
HTTPCLIENT-765,1,methodnam methodnam should specifi localeenglish
HTTPCLIENT-383,0,hostconfigur handl requir cleanup
HTTPCLIENT-216,1,cooki null path attribut reject compat mode
HTTPCLIENT-352,0,allow polymorph use addparamet
HTTPCLIENT-4,0,chunk transfer encod not isol applic
HTTPCLIENT-206,0,uri class constructor need revis optim
HTTPCLIENT-1179,0,upgrad commonscodec 14 > 16
HTTPCLIENT-176,1,unusu http statu line
HTTPCLIENT-1135,0,randomaccessfil mode w not valid
HTTPCLIENT-54,0,handl null argument consistantli
HTTPCLIENT-1086,0,use iter < extend urlencodedforment > instead list < extend urlencodedforment > urlencodedutilsformat and urlencodedforment
HTTPCLIENT-1063,0,responsecontentencod should also handl xgzip compress and xcompress
HTTPCLIENT-304,0,cleanup use encodingutil and httpconstant
HTTPCLIENT-79,1,preemtiv auth fail whithout credenti
HTTPCLIENT-385,0,access sotimeout open connect
HTTPCLIENT-239,1,redirect 302 same url caus max redirect except
HTTPCLIENT-868,0,add < name= > anchor document section
HTTPCLIENT-1152,1,classnam should verifi class return object befor cast
HTTPCLIENT-437,1,methodnam return escap uri but shouldnt
HTTPCLIENT-110,0,port 80 need run test
HTTPCLIENT-522,1,proxycredenti disclos remot host
HTTPCLIENT-197,1,problem redirect head bad naughti server return bodi content
HTTPCLIENT-316,0,releas not sign
HTTPCLIENT-237,0,wire logger skip empti line
HTTPCLIENT-281,1,defaulthttpparamsfactori violat applet sandbox
HTTPCLIENT-615,0,consid make hostconfigur immut
HTTPCLIENT-842,0,link javadoc httpclient httpcore and httpmime
HTTPCLIENT-717,1,npe methodnam
HTTPCLIENT-50,0,user configur cooki polici
HTTPCLIENT-1002,1,stale connect never detect methodnam == true
HTTPCLIENT-487,1,parameterpars pars method authent header doe not appear deal empti valu string
HTTPCLIENT-1003,0,handl condit request cach
HTTPCLIENT-791,0,default retri count three even if document say it five
HTTPCLIENT-278,0,add abil disabl contenttyp and transfer encod header part
HTTPCLIENT-106,0,path should not encod httpmethodbas
HTTPCLIENT-699,0,perform tune
HTTPCLIENT-221,1,error handl duplic connect header
HTTPCLIENT-567,1,easyx509trustmanag no longer check cert expiri
HTTPCLIENT-122,1,httpmulticli reus close connect
HTTPCLIENT-909,0,upgrad all default socket factori use soreuseaddr paramet
HTTPCLIENT-975,0,add support cach modul rfc 5861 staleonerror and stalewhilerevalid
HTTPCLIENT-208,1,netscap proxi problem wtih post
HTTPCLIENT-95,0,proxi authent doe not handl multipl multipl authent scheme
HTTPCLIENT-18,0,cant use proxi server http
HTTPCLIENT-195,1,ntlm authent fail due close connect
HTTPCLIENT-542,1,explicit virtualhost can caus issu On redirect
HTTPCLIENT-1076,0,gsoc 2011 fluent api httpclient
HTTPCLIENT-1011,1,methodnam doe not catch ioexcept thrown methodnam
HTTPCLIENT-410,0,typo multithreadedhttpconnectionmanag
HTTPCLIENT-1037,0,formbodypart code doe not agre contentdescriptor javadoc wrt nullabl mimetyp and transferencod
HTTPCLIENT-113,1,nullpointerexcept httpmethodbasegetresponsebodyasstr
HTTPCLIENT-236,1,methodnam error
HTTPCLIENT-807,0,contentbodi doesnt current have setmimetyp method
HTTPCLIENT-43,0,replac postmethod paramet hashmap list
HTTPCLIENT-1051,1,ssl connect can not establish use resolv IP address
HTTPCLIENT-591,0,appli suppli patch set 2 variabl base class protect
HTTPCLIENT-570,1,fail connect leav connect inconsist state
HTTPCLIENT-723,0,httprouteplann base proxyselector
HTTPCLIENT-1078,1,decompressingent not call close inputstream retriev getcont
HTTPCLIENT-1013,0,websit 404 sever document page
HTTPCLIENT-130,0,httpmethodbas doe not compil jdk prior 13
HTTPCLIENT-718,1,ssl verif occur befor setsotimeout which can lead hang
HTTPCLIENT-784,1,multipart post broken
HTTPCLIENT-644,1,bad request vulner
HTTPCLIENT-640,0,contribsslhostconfigurationwithhostfactori
HTTPCLIENT-1128,0,provid factori method creat defaulthttpcli instanc preconfigur base jsse and network system properti
HTTPCLIENT-123,0,multipartpostmethod doe not check error messag
HTTPCLIENT-149,1,303 redirect not handl properli
HTTPCLIENT-979,0,cach entri resourc manag should extract cachinghttpcli
HTTPCLIENT-1072,0,inlin nest jar osgi bundl
HTTPCLIENT-649,0,support multipl proxi
HTTPCLIENT-747,1,No entri creat pool
HTTPCLIENT-634,1,hostconfigur socketfactori ignor
HTTPCLIENT-668,0,make sure no static logger use
HTTPCLIENT-948,1,idleconnectionhandl can leav close connect inconsist state
HTTPCLIENT-786,0,variabl should access through getter
HTTPCLIENT-610,0,methodnam limit
HTTPCLIENT-341,1,httpurl doe not accept unescap password
HTTPCLIENT-429,1,problem get httpclient use http 10 proxi server
HTTPCLIENT-911,0,support underscor domain name provid better except
HTTPCLIENT-753,0,move class scheme and friend separ packag
HTTPCLIENT-695,0,broken link releas note
HTTPCLIENT-259,0,maven migrat checkstyleproperti xml
HTTPCLIENT-117,0,move new uriutil class
HTTPCLIENT-748,0,make schemeregistri friendlier DI framework
HTTPCLIENT-742,0,common interfac httprout and routetrack
HTTPCLIENT-265,1,error releas chunk connect no respons bodi
HTTPCLIENT-1153,0,classnam use url cach key shouldnt
HTTPCLIENT-214,0,httpclient drop connect proxi invalid connect close direct encount connect establish respons
HTTPCLIENT-999,0,need test guarante transpar cach modul endtoend header
HTTPCLIENT-633,1,multithreadedhttpconnectionmanag doe not properli respond thread interrupt
HTTPCLIENT-1065,0,document methodnam schreg constructor wrong
HTTPCLIENT-1079,1,kerbero crossrealm support broken
HTTPCLIENT-981,1,cachinghttpcli return 411 respon execut post httppost request
HTTPCLIENT-735,0,allow unset defaultproxi and forcedrout paramet client stack
HTTPCLIENT-128,1,redirect post method
HTTPCLIENT-427,0,implement cach perform real request onli need
HTTPCLIENT-412,0,document singlecookiehead param cooki guid
HTTPCLIENT-1140,1,infinit loop basic authent
HTTPCLIENT-47,0,user defin default header support
HTTPCLIENT-964,1,nocach direct field name transmit downstream
HTTPCLIENT-268,1,socket stream close incorrect order
HTTPCLIENT-131,0,httpclient methodnam abil perform altern authent
HTTPCLIENT-373,0,allow configur soling
HTTPCLIENT-307,1,An ioexcept runtimeexcept leav underli socket undetermin state
HTTPCLIENT-34,0,optim send request
HTTPCLIENT-228,1,request digest authent fail redirect
HTTPCLIENT-967,0,allow cach configur nonshar privat cach
HTTPCLIENT-923,0,netscapedraftspec too strict cooki expir date format
HTTPCLIENT-187,0,provid gener http date pars
HTTPCLIENT-862,0,extend client redirect handl interfac allow control content redirect
HTTPCLIENT-38,1,header connect close close connect
HTTPCLIENT-119,1,patch filepart fail send data second call send
HTTPCLIENT-295,1,httpclient loop endlessli while tri retriev statu line
HTTPCLIENT-406,0,releas connect unconfirm
HTTPCLIENT-326,0,multithreadedconnectionmanag should provid shutdown
HTTPCLIENT-788,0,public suffix list
HTTPCLIENT-296,1,basic authentif fail nonascii usernamepassword charact
HTTPCLIENT-379,1,jvm bug 4949631 caus bufferoverflowexcept httpmethodbasegetresponsebodyasstr
HTTPCLIENT-848,1,httpclient connect not releas ssl tunnel fail
HTTPCLIENT-874,0,overrid method multipartentityaddpart so applic may use formbodypart
HTTPCLIENT-1143,1,cachinghttpcli leak connect staleiferror
HTTPCLIENT-306,0,redesign http authent framework
HTTPCLIENT-230,0,contribut util determ content type file type extens
HTTPCLIENT-520,1,multipartent incorrectli comput unknown length
HTTPCLIENT-884,1,charset omit urlencodedforment contenttyp header
HTTPCLIENT-871,0,add filebodi constructor explicit filenam
HTTPCLIENT-1015,0,support onlyifcach direct
HTTPCLIENT-143,0,better integr testwebapphowto into document
HTTPCLIENT-969,1,methodnam return nonthreadsaf collect
HTTPCLIENT-129,0,multipart feedback
HTTPCLIENT-676,1,memori leak multithreadedhttpconnectionmanag
HTTPCLIENT-1020,0,pleas add mavennoticeplugin gumptrunk
HTTPCLIENT-102,0,unabl get statu line http method object
HTTPCLIENT-618,0,elimin class hostconfigur
HTTPCLIENT-790,1,protocol interceptor not call execut connect method
HTTPCLIENT-601,0,secureprotocolfactorywrapp class use socket factori creat java web start
HTTPCLIENT-238,0,methodnam implement not optim
HTTPCLIENT-719,0,clone support
HTTPCLIENT-266,0,patch support digest auth md5sess
HTTPCLIENT-835,0,thread safeti and visibl improv
HTTPCLIENT-524,0,provid feedback mechan credentialsprovid
HTTPCLIENT-402,1,defaultmethodretryhandl bug
HTTPCLIENT-210,1,except handl httpclient requir redesign
HTTPCLIENT-345,0,contrib ssl authent protocol socket factori
HTTPCLIENT-536,0,mislead lack javadoc stringrequestent
HTTPCLIENT-789,0,support pass sslcontext sslsocketfactori httpclient
HTTPCLIENT-255,0,In j2sdk 150 tiger enum keyword
HTTPCLIENT-324,0,api doc document except thrown execut method
HTTPCLIENT-739,0,cookieidentitycompar and cookiepathcompar couldshould implement serializ
HTTPCLIENT-1166,1,methodnam throw numberformatexcept line 310
HTTPCLIENT-1164,0,compress entiti not be cach properli
HTTPCLIENT-179,1,http post doe not work
HTTPCLIENT-546,1,multithreadedhttpconnectionmanag methodnam method doesnt work
HTTPCLIENT-368,0,patchcharact encod handl invalid multipart
HTTPCLIENT-460,0,window specif implement digest auth scheme
HTTPCLIENT-29,0,shouldnt throw except bad cooki
HTTPCLIENT-616,1,httpmethoddirectorexecutewithretri method fail close underli connect if runtimeexcept thrown
HTTPCLIENT-314,1,new socket timeout valu wont have effect if connect reus
HTTPCLIENT-701,0,cooki guid list rfc 2965 unsupport
HTTPCLIENT-162,0,realm authent challeng unavail
HTTPCLIENT-1053,1,secur issu digestschem use constant nonc count valu
HTTPCLIENT-158,1,empti respons bodi not properli handl chunk encod use
HTTPCLIENT-502,1,httpconnect isopen flag concurr problem
HTTPCLIENT-32,0,querystr still not set urlmethod constructor
HTTPCLIENT-544,1,digest auth use incorrect uri
HTTPCLIENT-389,0,provid date header util method
HTTPCLIENT-312,0,updat licens term
HTTPCLIENT-24,1,except shouldnt thrown unsupport authent method
HTTPCLIENT-630,0,classnam methodnam must privat
HTTPCLIENT-485,0,connect not releas back pool if runtim except thrown httpmethodreleaseconnect method
HTTPCLIENT-377,0,api doc httpclient tutori updat
HTTPCLIENT-98,1,put method block against older server
HTTPCLIENT-420,0,provid nonpool connect manag
HTTPCLIENT-291,0,cooki doc outdat
HTTPCLIENT-1014,0,bytearraybodi altern inputstreambodi
HTTPCLIENT-665,0,chang access intern map httpstate protect
HTTPCLIENT-692,0,clientconnectionmanag should throw interruptedexcept
HTTPCLIENT-500,0,depend url broken commonslog
HTTPCLIENT-13,1,empti path not handl correctli
HTTPCLIENT-217,0,httpmethodabort need
HTTPCLIENT-290,1,MS proxi ntlm authent set up doe not work
HTTPCLIENT-1132,0,port proxycli 31 4x api
HTTPCLIENT-670,0,add interfac plugabl dn client
HTTPCLIENT-289,1,multithreadedhttpconnectionmanag daemon thread never gcd
HTTPCLIENT-538,0,new postsoap exampl srcexampl
HTTPCLIENT-1172,0,localtestserv and support class should avail separ jar
HTTPCLIENT-740,0,abstractconnpool constructor call methodnam
HTTPCLIENT-322,0,deprec and replac simplehttpconnect simplehttpserv base test framework
HTTPCLIENT-157,0,migrat commonscodec base64
HTTPCLIENT-635,1,port fix httpclient633 40
HTTPCLIENT-1122,1,npe requestproxyauthent android
HTTPCLIENT-401,0,httpstate should have method clear all cooki and credenti
HTTPCLIENT-66,0,rfc 2965 support port sensit cooki
HTTPCLIENT-426,0,httpclient doesnt read and pars respons certain type proxi server post method use
HTTPCLIENT-834,0,transpar content code support
HTTPCLIENT-625,0,shutdown multithreadedhttpconnectionmanag
HTTPCLIENT-517,0,cooki document clarif
HTTPCLIENT-917,0,when authent invalid dure redirect proxi authent also should invalid
HTTPCLIENT-132,0,new prefer architectur
HTTPCLIENT-901,0,add contextawareauthschem ha access httpcontext authent method
HTTPCLIENT-335,0,handl subdomain cooki
HTTPCLIENT-135,1,possibl httpclient codepag issu asciiebcd webspher zo
HTTPCLIENT-930,1,unencod redirect uri caus except follow redirect
HTTPCLIENT-445,1,304 respons statu handl
HTTPCLIENT-223,1,uri path resolut problem
HTTPCLIENT-1039,1,abstracthttpclientdeterminetarget doe not recogn target host correctli
HTTPCLIENT-1103,1,gzipdecompressingent and therefor contentencodinghttpcli not consist entityutilsconsumeent
HTTPCLIENT-547,0,provid access port host header
HTTPCLIENT-889,0,should useexpectcontinu fals default
HTTPCLIENT-832,0,malformedcookieexcept distinguish cooki syntax error crossdomain error
HTTPCLIENT-860,1,defaultrequestdirector convert redirect putpost get statu code 301 302 307
HTTPCLIENT-1144,0,cach client ha class common header not be use consist code
HTTPCLIENT-1033,0,methodnam o quit ineffici doe not take full advantag shortcut logic
HTTPCLIENT-139,0,ishttp11 should have httpclient scope
HTTPCLIENT-56,0,move commonslog
HTTPCLIENT-439,1,authent fail connect server usernam and password non ascii charact
HTTPCLIENT-1008,0,send all variant etag variant miss
HTTPCLIENT-489,1,request retri if preemptiv authent fail
HTTPCLIENT-962,0,client cach may share cach but cach respons request author header
HTTPCLIENT-447,1,illegalstateexcept authent state alreadi initi
HTTPCLIENT-97,1,error read data
HTTPCLIENT-898,0,improv multihom support
HTTPCLIENT-752,0,versionproperti
HTTPCLIENT-904,0,httpmime stringbodi constructor throw specif unnecessarili declar unsupportedencodingexcept
HTTPCLIENT-145,0,align code base checkstyl
HTTPCLIENT-152,0,ensur featureshtml and indexhtml adequ give httpclient enough credit
HTTPCLIENT-151,1,methodnam produc incorrect cooki header valu
HTTPCLIENT-795,1,If more than 15 second between methodnam call use multipartent protocolexcept thrown complain contentlength header alreadi be present
HTTPCLIENT-57,0,defin and implement log polici
HTTPCLIENT-734,0,methodnam should interrupt thread wait connect
HTTPCLIENT-1007,0,when A url redirect no easi way encod new url befor HC tri execut
HTTPCLIENT-516,0,javadoc doe not mention expir clarifi valid
HTTPCLIENT-652,0,add option state attribut manag client connect
HTTPCLIENT-686,0,maven 2 pom includ junit default compil scope rather than test scope
HTTPCLIENT-387,1,methodnam not thread safe
HTTPCLIENT-189,0,setcookie2 and setcooki
HTTPCLIENT-213,1,authent fail proxi ssl connect
HTTPCLIENT-641,1,resourc leakag load keystor authsslprotocolsocketfactori
HTTPCLIENT-1032,0,cach revalid variant doe not updat origin variant entri
HTTPCLIENT-776,1,npe w abstractpoolentryopen
HTTPCLIENT-559,0,ssl contrib file do not use standard javaxnetssl packag provid jdk 142
HTTPCLIENT-92,1,cooki valu string not pars correctli some case
HTTPCLIENT-779,0,toplevel except cleanup
HTTPCLIENT-994,0,cach doe not allow client overrid originspecifi fresh use maxstal
HTTPCLIENT-991,1,cach modul produc improperli format warn header revalid fail
HTTPCLIENT-350,1,httpstatematchcredenti broken
HTTPCLIENT-716,0,applicationdefin rout
HTTPCLIENT-987,0,cach modul doe not recogn equival uri
HTTPCLIENT-249,0,pleas log alloc new connect support debug test
HTTPCLIENT-252,0,cooki strict mode independ regular strict mode
HTTPCLIENT-51,0,redefin httpclient vs httpmulticli interfac 20
HTTPCLIENT-540,0,typo apichanges30txt
HTTPCLIENT-974,1,requestwrapp doe not use header request wrap
HTTPCLIENT-698,1,defaultredirecthandl not resolv rel locat uri wrt request uri
HTTPCLIENT-105,1,chunkedinputstream broken 2 bug + fix 1 suggest
HTTPCLIENT-1035,0,cach should invalid obsolet entri mention contentloc
HTTPCLIENT-215,0,build problem strictsslprotocolsocketfactori
HTTPCLIENT-209,0,add setgetlocaladdress method hostconfigur
HTTPCLIENT-456,1,httpclient should alway overrid host hostconfigur if absolut request uri given
HTTPCLIENT-1156,0,kerbero authent scheme
HTTPCLIENT-1087,1,proxi authent error unexpect state msgtype3gener use ntlm authent
HTTPCLIENT-353,0,set differ maxhostconnect valu per host use singl multithreadedhttpconnectionmanag
HTTPCLIENT-650,0,wire log incomplet if httpparser detect error
HTTPCLIENT-594,1,httpmethodbaseabort variabl mistakenli declar transient instead volatil
HTTPCLIENT-178,0,multithreadedhttpconnectionmanag never reclaim unus connecton
HTTPCLIENT-438,0,common codec not document depend
HTTPCLIENT-188,1,recover except read not retri
HTTPCLIENT-656,0,IP address server httpconnect
HTTPCLIENT-940,1,implconnwir use methodnam which depend default charset
HTTPCLIENT-639,0,add osgi bundl metadata manifest
HTTPCLIENT-1075,1,methodnam responsehandl < T > throw ioexcept read compress respons
HTTPCLIENT-861,0,uri refer resolut fail exampl rfc 3986
HTTPCLIENT-541,0,redesign virtual host api
HTTPCLIENT-198,1,the postmethod did not bring back respons header proxi server
HTTPCLIENT-951,1,incorrect handl inputstream connect server requir authent
HTTPCLIENT-820,0,abstracthttpclientaddrequestinterceptor should document order interceptor run
HTTPCLIENT-805,0,pass clientconnectionmanag defaulthttpcli constructor
HTTPCLIENT-233,0,httpmethodbas javadoc patch
HTTPCLIENT-284,0,updat connectionstalecheckingen doc
HTTPCLIENT-3,1,http authent invalid credenti caus infinit loop
HTTPCLIENT-768,0,publish sourcejavadoc jar file maven repositori
HTTPCLIENT-150,1,stringindexoutofbound except rfc2109 cooki valid host name contain no domain inform and short length than cooki domain
HTTPCLIENT-833,1,methodnam possibl npe use wrong variabl
HTTPCLIENT-19,1,respons fold header throw httpexcept
HTTPCLIENT-645,0,methodnam use singl instanc stringcol do block compar
HTTPCLIENT-330,1,patch wirelog correct
HTTPCLIENT-767,1,static variabl need final access should synchronis
HTTPCLIENT-952,1,sslsocketfactorycreatesslcontext doe not process trust store
HTTPCLIENT-1113,1,error download text file gzip content encod
HTTPCLIENT-232,0,make multithreadedhttpconnectionmanag default public static
HTTPCLIENT-736,0,depend rout planner implement
HTTPCLIENT-1134,0,basicresponsehandl javadoc need clarif
HTTPCLIENT-262,0,minor typo classnam 20rc1
HTTPCLIENT-270,1,return valu postmethodremoveparamet
HTTPCLIENT-332,0,connect timeout logic redesign
HTTPCLIENT-636,0,revis intern data structur threadsafeclientconnmanag
HTTPCLIENT-35,0,httpclient better proxi support httpmulticli
HTTPCLIENT-895,0,log creation impair perform
HTTPCLIENT-358,0,auto method retrial broken
HTTPCLIENT-1036,0,stringbodi ha incorrect default characterset
HTTPCLIENT-1029,0,updat 3x legaci homepag end life notif and pointer httpcompon
HTTPCLIENT-865,0,httpclient osgi exportpackag doesnt specifi version
HTTPCLIENT-780,0,proxyhosthttphost check null javadoc document null ok
HTTPCLIENT-587,1,derelativ rel uri scheme incorrect
HTTPCLIENT-1168,0,httpclient doesnt send authent header thread environ
HTTPCLIENT-388,0,httpconnectionmanagertimeout long not integ
HTTPCLIENT-929,1,request two forward slash path fail
HTTPCLIENT-100,0,add possibl disabl automat authent header process
HTTPCLIENT-563,0,incorrect copyright statement
HTTPCLIENT-754,1,methodnam contain name instead valu write out cooki valu
HTTPCLIENT-69,0,userdevelop document
HTTPCLIENT-167,1,ssl tunnel doe not work multithreadedhttpconnectionmanag
HTTPCLIENT-749,0,httpclient parambean easier configur
HTTPCLIENT-942,0,clientconnectionreleas exampl incorrect
HTTPCLIENT-726,0,review tsccm spuriou wakeup
HTTPCLIENT-880,1,check correct contenttyp urlencodedutil not work encodingsuffix
HTTPCLIENT-328,0,proxi tunnelingauth connect nonhttp protocol
HTTPCLIENT-589,0,Do not consum remain respons content if connect close
HTTPCLIENT-1041,1,enabl wire log chang iseofisstal behavior
HTTPCLIENT-693,1,defaulthead not ad subsequ request
HTTPCLIENT-1160,0,methodnam should have access httpparam
HTTPCLIENT-631,0,string constant should final
HTTPCLIENT-1155,0,cachinghttpcli should have similar behavior abstracthttpcli execut responsehandl
HTTPCLIENT-1107,1,httpclient doe not retri authent multipl challeng present if primari one fail
HTTPCLIENT-1136,1,methodnam access poolentri use nonstandard lock
HTTPCLIENT-475,0,provid support unconnect socket
HTTPCLIENT-733,0,implement delet method
HTTPCLIENT-612,1,filerequestent svn doe not close input file
HTTPCLIENT-111,0,add multipart post support
HTTPCLIENT-679,1,uri absolut doe not follow browser behavior
HTTPCLIENT-418,1,allowcircularredirect ha no effect if refer includ queri string
HTTPCLIENT-872,0,add preemptiv authent
HTTPCLIENT-980,0,cachinghttpcli return 503 respons backend httpclient produc ioexcept
HTTPCLIENT-997,0,cach modul should handl outoford valid properli and uncondit refresh
HTTPCLIENT-454,1,connect proxi not reopen if proxi auth failur occur while ssl tunnel be establish
HTTPCLIENT-509,0,need member multipartrequestent protect instead privat make extend multipartrel
HTTPCLIENT-319,1,arrayindexoutofbound except invalid contentlength
